Ticker,Call,Date
GDRX,Buy,2020-09-23
BYND,Buy,2020-09-23
MSFT,Buy,2020-09-23
CHWY,Buy,2020-09-23
PLAN,Buy,2020-09-23
INSG,Buy,2020-09-23
PING,Buy,2020-09-25
STZ,Positive Mention,2020-09-25
MU,Negative Mention,2020-09-25
BBBY,Negative Mention,2020-09-25
BA,Positive Mention,2020-09-25
WBA,Sell,2020-09-25
RKT,Sell,2020-09-25
RPRX,Buy,2020-09-25
TMO,Buy,2020-09-25
EGHT,Sell,2020-09-25
CAG,Negative Mention,2020-09-25
GE,Negative Mention,2020-09-25
BC,Buy,2020-09-25
RDHL,Negative Mention,2020-09-25
COST,Buy,2020-09-25
DHR,Buy,2020-09-25
NKLA,Sell,2020-09-25
PEP,Positive Mention,2020-09-25
THO,Buy,2020-09-25
ILMN,Sell,2020-09-25
BBY,Buy,2020-10-05
COST,Buy,2020-10-05
REGN,Positive Mention,2020-10-05
BBBY,Buy,2020-10-05
F,Buy,2020-10-05
KMX,Positive Mention,2020-10-05
AN,Positive Mention,2020-10-05
TGT,Buy,2020-10-05
LOW,Buy,2020-10-05
BMY,Buy,2020-10-05
HD,Buy,2020-10-05
WMT,Buy,2020-10-05
WORK,Buy,2020-10-05
PEP,Buy,2020-10-06
GNRC,Buy,2020-10-06
AN,Buy,2020-10-06
SE,Negative Mention,2020-10-06
DRI,Buy,2020-10-06
PAYX,Buy,2020-10-06
WMT,Buy,2020-10-06
COST,Buy,2020-10-06
LOW,Buy,2020-10-06
F,Buy,2020-10-06
REGN,Buy,2020-10-06
PTON,Buy,2020-10-06
GDRX,Negative Mention,2020-10-06
GOLD,Buy,2020-10-06
JNJ,Buy,2020-10-06
HD,Buy,2020-10-06
NET,Buy,2020-10-06
CVNA,Buy,2020-10-06
CAG,Buy,2020-10-06
RDNT,Negative Mention,2020-10-06
TGT,Buy,2020-10-06
BLNK,Sell,2020-10-06
KGC,Negative Mention,2020-10-07
EXAS,Buy,2020-10-07
SKT,Sell,2020-10-07
RUN,Buy,2020-10-07
GOLD,Buy,2020-10-07
LRN,Buy,2020-10-07
AYX,Buy,2020-10-07
AAPL,Buy,2020-10-07
WW,Sell,2020-10-07
LEVI,Buy,2020-10-07
UNP,Buy,2020-10-08
BA,Buy,2020-10-08
NKLA,Sell,2020-10-08
WEN,Buy,2020-10-08
NSC,Buy,2020-10-08
PE,Positive Mention,2020-10-08
ZM,Buy,2020-10-08
CVX,Positive Mention,2020-10-08
CRM,Buy,2020-10-08
SPCE,Sell,2020-10-08
TSLA,Buy,2020-10-08
LEVI,Buy,2020-10-08
TOL,Buy,2020-10-08
DPZ,Buy,2020-10-08
SWK,Buy,2020-10-08
ROKU,Buy,2020-10-08
MRVL,Buy,2020-10-08
MCD,Buy,2020-10-08
CRSP,Buy,2020-10-08
HD,Buy,2020-10-08
AKAM,Buy,2020-10-08
NFLX,Buy,2020-10-08
BBY,Buy,2020-10-08
LEN,Buy,2020-10-08
NOK,Sell,2020-10-09
EQIX,Buy,2020-10-09
NCNO,Buy,2020-10-09
T,Sell,2020-10-09
PTON,Buy,2020-10-09
C,Positive Mention,2020-10-09
LIN,Buy,2020-10-09
PLUG,Buy,2020-10-09
TT,Buy,2020-10-09
JNJ,Positive Mention,2020-10-09
BAC,Positive Mention,2020-10-09
COST,Buy,2020-10-09
OKTA,Buy,2020-10-09
LULU,Buy,2020-10-09
THO,Buy,2020-10-09
MS,Buy,2020-10-09
ROKU,Buy,2020-10-09
JPM,Positive Mention,2020-10-09
ILMN,Buy,2020-10-09
VFC,Negative Mention,2020-10-09
WBA,Positive Mention,2020-10-09
AMD,Buy,2020-10-09
LEVI,Buy,2020-10-09
TTWO,Buy,2020-10-09
VZ,Buy,2020-10-09
ELAN,Buy,2020-10-09
ETSY,Buy,2020-10-09
GH,Buy,2020-10-09
ZM,Buy,2020-10-09
FDX,Buy,2020-10-09
UPS,Buy,2020-10-09
WFC,Negative Mention,2020-10-09
GPS,Buy,2020-10-12
CBRL,Positive Mention,2020-10-12
AEO,Buy,2020-10-12
TWTR,Buy,2020-10-12
DE,Buy,2020-10-12
PZZA,Buy,2020-10-12
JKS,Sell,2020-10-12
AAPL,Buy,2020-10-12
GE,Positive Mention,2020-10-12
ET,Sell,2020-10-12
WING,Positive Mention,2020-10-12
EOG,Positive Mention,2020-10-12
SDC,Buy,2020-10-12
MOS,Buy,2020-10-12
PEP,Buy,2020-10-12
CTVA,Buy,2020-10-12
F,Buy,2020-10-12
AGCO,Buy,2020-10-12
NCLH,Negative Mention,2020-10-13
DHR,Buy,2020-10-13
CELH,Buy,2020-10-13
PSTG,Sell,2020-10-13
PYPL,Buy,2020-10-13
CCL,Positive Mention,2020-10-13
SQ,Buy,2020-10-13
ROKU,Buy,2020-10-13
QDEL,Positive Mention,2020-10-13
TMO,Buy,2020-10-13
PTON,Buy,2020-10-13
OMI,Buy,2020-10-13
C,Negative Mention,2020-10-13
NVDA,Buy,2020-10-13
VRT,Buy,2020-10-13
DOCU,Buy,2020-10-13
INSG,Buy,2020-10-13
AAPL,Buy,2020-10-13
RCL,Positive Mention,2020-10-13
JPM,Negative Mention,2020-10-13
GS,Positive Mention,2020-10-14
NVDA,Positive Mention,2020-10-14
DKNG,Positive Mention,2020-10-14
MSFT,Positive Mention,2020-10-14
BA,Positive Mention,2020-10-14
ZIXI,Negative Mention,2020-10-14
MDT,Buy,2020-10-14
SNOW,Positive Mention,2020-10-14
AVGO,Positive Mention,2020-10-14
NKE,Positive Mention,2020-10-14
IBM,Buy,2020-10-14
SBUX,Positive Mention,2020-10-14
DIS,Positive Mention,2020-10-14
MA,Positive Mention,2020-10-14
AAPL,Positive Mention,2020-10-14
VMW,Buy,2020-10-14
TJX,Negative Mention,2020-10-14
GWPH,Positive Mention,2020-10-14
LEN,Buy,2020-10-15
CCI,Buy,2020-10-15
ZM,Buy,2020-10-15
SRNE,Positive Mention,2020-10-15
C,Sell,2020-10-15
SEDG,Buy,2020-10-15
JPM,Positive Mention,2020-10-15
RUN,Buy,2020-10-15
DRI,Buy,2020-10-15
WRK,Buy,2020-10-15
MCD,Buy,2020-10-15
HYLN,Positive Mention,2020-10-15
NIO,Negative Mention,2020-10-15
BAC,Positive Mention,2020-10-15
WFC,Sell,2020-10-15
GS,Buy,2020-10-15
PTON,Buy,2020-10-15
MS,Buy,2020-10-15
ZUO,Negative Mention,2020-10-19
DHR,Buy,2020-10-19
PTON,Buy,2020-10-19
NCNO,Negative Mention,2020-10-19
CRWD,Buy,2020-10-19
TSLA,Buy,2020-10-19
SNOW,Buy,2020-10-19
DE,Positive Mention,2020-10-19
DDOG,Buy,2020-10-19
NUE,Buy,2020-10-19
TEVA,Sell,2020-10-19
ROKU,Buy,2020-10-19
TMO,Buy,2020-10-19
LMND,Negative Mention,2020-10-19
FOUR,Negative Mention,2020-10-19
NFLX,Buy,2020-10-19
PYPL,Buy,2020-10-19
CRM,Buy,2020-10-19
CLDR,Sell,2020-10-19
EMR,Positive Mention,2020-10-19
GOLD,Buy,2020-10-19
AMWL,Negative Mention,2020-10-19
OKTA,Buy,2020-10-19
CAT,Positive Mention,2020-10-19
SQ,Buy,2020-10-19
NNOX,Negative Mention,2020-10-19
IR,Buy,2020-10-19
ZM,Buy,2020-10-19
ALBO,Positive Mention,2020-10-19
BRKR,Negative Mention,2020-10-19
PG,Positive Mention,2020-10-20
LTHM,Sell,2020-10-20
CAT,Buy,2020-10-20
MMM,Buy,2020-10-20
SBGI,Negative Mention,2020-10-20
GOLD,Buy,2020-10-20
CLX,Negative Mention,2020-10-20
PANW,Buy,2020-10-20
VLDR,Sell,2020-10-20
VMC,Negative Mention,2020-10-20
CGC,Positive Mention,2020-10-20
SBUX,Buy,2020-10-20
GNRC,Buy,2020-10-20
GRWG,Positive Mention,2020-10-20
IIPR,Positive Mention,2020-10-20
NLY,Sell,2020-10-20
TGTX,Buy,2020-10-20
AAPL,Buy,2020-10-20
TSLA,Buy,2020-10-20
MLM,Negative Mention,2020-10-20
NKE,Buy,2020-10-20
LAC,Sell,2020-10-20
CL,Positive Mention,2020-10-20
FSLR,Buy,2020-10-20
EMR,Buy,2020-10-20
LOGI,Buy,2020-10-20
GPRO,Sell,2020-10-21
DKNG,Buy,2020-10-21
MAS,Buy,2020-10-21
SHW,Buy,2020-10-21
WDFC,Buy,2020-10-21
LAD,Buy,2020-10-21
COST,Buy,2020-10-21
HD,Buy,2020-10-21
LHX,Positive Mention,2020-10-21
MGPI,Buy,2020-10-21
ETSY,Buy,2020-10-21
PYPL,Buy,2020-10-21
ADBE,Buy,2020-10-21
PPG,Buy,2020-10-21
BA,Buy,2020-10-21
YETI,Buy,2020-10-21
MAN,Buy,2020-10-21
PENN,Buy,2020-10-21
TSLA,Buy,2020-10-21
CVS,Positive Mention,2020-10-21
PXD,Buy,2020-10-21
PINS,Buy,2020-10-21
LOW,Buy,2020-10-21
SNAP,Buy,2020-10-21
AAPL,Buy,2020-10-21
AZEK,Buy,2020-10-21
LMT,Buy,2020-10-21
WBA,Positive Mention,2020-10-21
NVDA,Buy,2020-10-22
AXTA,Buy,2020-10-22
MRVL,Buy,2020-10-22
LAD,Buy,2020-10-22
TSLA,Buy,2020-10-22
UNP,Positive Mention,2020-10-22
CRSR,Buy,2020-10-22
RPRX,Negative Mention,2020-10-22
NXPI,Buy,2020-10-22
NUE,Buy,2020-10-22
PFE,Negative Mention,2020-10-22
SAH,Buy,2020-10-22
CSIQ,Positive Mention,2020-10-22
ADNT,Buy,2020-10-22
BMY,Buy,2020-10-22
EL,Buy,2020-10-22
ZM,Buy,2020-10-23
PINS,Buy,2020-10-23
TWLO,Positive Mention,2020-10-23
DDOG,Buy,2020-10-23
MRK,Buy,2020-10-23
AAPL,Buy,2020-10-23
SWK,Buy,2020-10-23
MS,Buy,2020-10-23
PTON,Buy,2020-10-23
MAT,Buy,2020-10-23
FSLY,Buy,2020-10-23
CCI,Buy,2020-10-23
PFE,Positive Mention,2020-10-23
ETSY,Buy,2020-10-23
BA,Buy,2020-10-23
TDOC,Buy,2020-10-23
MSFT,Buy,2020-10-23
STNE,Buy,2020-10-23
CAT,Positive Mention,2020-10-23
NET,Buy,2020-10-23
TTD,Buy,2020-10-23
OTIS,Positive Mention,2020-10-23
NLS,Positive Mention,2020-10-23
XOM,Negative Mention,2020-10-23
SRE,Buy,2020-10-23
NXPI,Positive Mention,2020-10-23
ACI,Negative Mention,2020-10-23
CVX,Positive Mention,2020-10-23
SQ,Buy,2020-10-23
GPS,Buy,2020-10-26
MS,Buy,2020-10-26
PLUG,Buy,2020-10-26
LEVI,Buy,2020-10-26
LULU,Buy,2020-10-26
HUYA,Sell,2020-10-26
SAP,Negative Mention,2020-10-26
FOCS,Negative Mention,2020-10-26
KTB,Buy,2020-10-26
JD,Buy,2020-10-26
AAL,Negative Mention,2020-10-26
AAPL,Buy,2020-10-26
JWN,Positive Mention,2020-10-26
LUV,Buy,2020-10-26
BABA,Buy,2020-10-26
RTX,Positive Mention,2020-10-26
AEP,Buy,2020-10-26
ADT,Sell,2020-10-27
UMC,Buy,2020-10-27
PG,Buy,2020-10-27
WST,Sell,2020-10-27
PLTR,Buy,2020-10-27
AAPL,Buy,2020-10-27
AMD,Buy,2020-10-27
RTX,Buy,2020-10-27
EXAS,Buy,2020-10-27
CNC,Buy,2020-10-27
MSFT,Buy,2020-10-27
NFLX,Positive Mention,2020-10-27
WORK,Positive Mention,2020-10-27
PLUG,Buy,2020-10-27
KMB,Negative Mention,2020-10-27
HOG,Positive Mention,2020-10-27
GILD,Sell,2020-10-27
TSM,Buy,2020-10-27
LAD,Buy,2020-10-28
F,Buy,2020-10-28
TSLA,Buy,2020-10-28
DXCM,Buy,2020-10-28
UPS,Buy,2020-10-28
MAS,Buy,2020-10-28
QCOM,Buy,2020-10-28
MSFT,Buy,2020-10-28
LOW,Buy,2020-10-28
HD,Buy,2020-10-28
QDEL,Buy,2020-10-28
BABA,Buy,2020-10-28
JD,Buy,2020-10-28
BBBY,Buy,2020-10-28
PG,Buy,2020-10-28
AVGO,Buy,2020-10-28
CLX,Buy,2020-10-28
TMO,Buy,2020-10-28
NIU,Negative Mention,2020-10-28
FRT,Positive Mention,2020-10-29
VOYA,Positive Mention,2020-10-29
MRK,Buy,2020-10-29
WKHS,Sell,2020-10-29
DXCM,Buy,2020-10-29
ETSY,Buy,2020-10-29
PLUG,Buy,2020-10-29
UNH,Buy,2020-10-29
NYCB,Negative Mention,2020-10-29
FSLY,Positive Mention,2020-10-29
SPG,Positive Mention,2020-10-29
MPLX,Sell,2020-10-29
LPSN,Buy,2020-10-29
LLY,Buy,2020-10-29
CSCO,Negative Mention,2020-10-30
AMD,Buy,2020-10-30
SWKS,Positive Mention,2020-10-30
EMR,Positive Mention,2020-10-30
BC,Buy,2020-10-30
FIVN,Buy,2020-10-30
PYPL,Buy,2020-10-30
ETN,Positive Mention,2020-10-30
TMUS,Positive Mention,2020-10-30
NVDA,Buy,2020-10-30
HUM,Buy,2020-10-30
PENN,Negative Mention,2020-10-30
QCOM,Positive Mention,2020-10-30
UIS,Sell,2020-10-30
CLX,Positive Mention,2020-10-30
LGIH,Buy,2020-10-30
TELL,Buy,2020-10-30
AAPL,Buy,2020-10-30
TTWO,Buy,2020-10-30
FLIR,Buy,2020-10-30
ROKU,Buy,2020-10-30
CACI,Buy,2020-10-30
EL,Buy,2020-10-30
TGT,Positive Mention,2020-11-02
SNOW,Positive Mention,2020-11-02
WMT,Positive Mention,2020-11-02
TSLA,Positive Mention,2020-11-02
ABT,Positive Mention,2020-11-02
NIO,Buy,2020-11-02
SABR,Sell,2020-11-02
JMIA,Buy,2020-11-02
WM,Buy,2020-11-02
FGEN,Buy,2020-11-02
CRWD,Buy,2020-11-02
EL,Positive Mention,2020-11-02
DPZ,Positive Mention,2020-11-02
CLX,Buy,2020-11-02
RTX,Buy,2020-11-03
MS,Buy,2020-11-03
NVCR,Buy,2020-11-03
TMO,Buy,2020-11-03
FSR,Buy,2020-11-03
LHX,Buy,2020-11-03
GS,Buy,2020-11-03
BMY,Buy,2020-11-03
GOLD,Buy,2020-11-03
FSLR,Buy,2020-11-03
BIG,Positive Mention,2020-11-03
CNC,Buy,2020-11-03
RUN,Negative Mention,2020-11-03
GLD,Buy,2020-11-03
AKAM,Buy,2020-11-04
PENN,Buy,2020-11-04
PKI,Buy,2020-11-04
DOCU,Buy,2020-11-04
CNC,Buy,2020-11-04
LH,Buy,2020-11-04
QDEL,Buy,2020-11-04
UBER,Buy,2020-11-04
UNH,Buy,2020-11-04
CAT,Negative Mention,2020-11-04
MGM,Buy,2020-11-04
AAPL,Buy,2020-11-04
MGNI,Sell,2020-11-04
HOLX,Buy,2020-11-04
LYFT,Buy,2020-11-04
BE,Sell,2020-11-04
CI,Buy,2020-11-04
GRWG,Buy,2020-11-04
MRK,Buy,2020-11-04
T,Buy,2020-11-04
ETN,Buy,2020-11-04
ABT,Buy,2020-11-04
BMY,Buy,2020-11-04
CRM,Buy,2020-11-04
PZZA,Buy,2020-11-04
IIPR,Buy,2020-11-04
DKNG,Buy,2020-11-04
TMO,Buy,2020-11-04
ORCL,Negative Mention,2020-11-04
GNRC,Buy,2020-11-04
CRWD,Buy,2020-11-06
PYPL,Buy,2020-11-06
TWNK,Buy,2020-11-06
BABA,Buy,2020-11-06
SEDG,Negative Mention,2020-11-06
ROKU,Buy,2020-11-06
APD,Positive Mention,2020-11-06
CVS,Buy,2020-11-06
CSCO,Buy,2020-11-06
TRUP,Buy,2020-11-06
NVAX,Negative Mention,2020-11-06
AMAT,Buy,2020-11-06
TSLA,Buy,2020-11-06
FTNT,Positive Mention,2020-11-06
GTII,Buy,2020-11-06
CHWY,Buy,2020-11-06
WKHS,Negative Mention,2020-11-06
GDRX,Buy,2020-11-06
MGI,Negative Mention,2020-11-06
MCD,Buy,2020-11-06
LMND,Buy,2020-11-06
CRSR,Buy,2020-11-06
INO,Negative Mention,2020-11-06
PLUG,Buy,2020-11-06
RKT,Positive Mention,2020-11-06
IDXX,Buy,2020-11-06
DHI,Positive Mention,2020-11-06
PANW,Buy,2020-11-06
BYND,Buy,2020-11-06
SQ,Buy,2020-11-06
CLH,Buy,2020-11-06
TTWO,Buy,2020-11-06
TTD,Buy,2020-11-06
IFF,Buy,2020-11-06
GE,Positive Mention,2020-11-09
PTON,Positive Mention,2020-11-09
PII,Buy,2020-11-09
CCL,Positive Mention,2020-11-09
AAPL,Buy,2020-11-09
PFE,Buy,2020-11-09
ZM,Positive Mention,2020-11-09
F,Positive Mention,2020-11-09
TSCO,Positive Mention,2020-11-09
SRNE,Sell,2020-11-09
LHX,Buy,2020-11-09
TSLA,Positive Mention,2020-11-09
NET,Sell,2020-11-09
BA,Buy,2020-11-09
CVX,Buy,2020-11-09
ROKU,Buy,2020-11-09
HBI,Sell,2020-11-09
NCLH,Positive Mention,2020-11-09
TTD,Buy,2020-11-09
NIO,Positive Mention,2020-11-09
PANW,Buy,2020-11-09
FSR,Positive Mention,2020-11-09
PXD,Buy,2020-11-09
AMC,Negative Mention,2020-11-10
F,Buy,2020-11-10
BA,Buy,2020-11-10
TGT,Buy,2020-11-10
JPM,Buy,2020-11-10
VZ,Buy,2020-11-10
DHI,Positive Mention,2020-11-10
CPB,Buy,2020-11-10
SPG,Negative Mention,2020-11-10
ETSY,Buy,2020-11-10
CARG,Sell,2020-11-10
KO,Buy,2020-11-10
CVNA,Buy,2020-11-10
YETI,Negative Mention,2020-11-10
AAPL,Buy,2020-11-10
WDAY,Negative Mention,2020-11-10
SBUX,Buy,2020-11-10
HD,Buy,2020-11-10
HON,Buy,2020-11-10
MMM,Buy,2020-11-10
NFLX,Negative Mention,2020-11-10
BYND,Buy,2020-11-10
CSX,Buy,2020-11-10
JNJ,Buy,2020-11-10
LAD,Buy,2020-11-10
RKT,Buy,2020-11-11
PEIX,Sell,2020-11-11
AMD,Buy,2020-11-11
PLUG,Positive Mention,2020-11-11
BABA,Buy,2020-11-11
TMUS,Buy,2020-11-11
CVS,Buy,2020-11-11
LMND,Buy,2020-11-11
ULTA,Buy,2020-11-11
TSLA,Buy,2020-11-11
AAPL,Buy,2020-11-11
IDXX,Buy,2020-11-11
INTC,Sell,2020-11-11
BBY,Positive Mention,2020-11-12
AMD,Buy,2020-11-12
F,Buy,2020-11-12
EL,Buy,2020-11-12
AYX,Buy,2020-11-12
COST,Buy,2020-11-12
WMT,Buy,2020-11-12
BX,Buy,2020-11-12
CRM,Buy,2020-11-12
KODK,Sell,2020-11-12
NKE,Buy,2020-11-12
SYY,Buy,2020-11-12
ZNGA,Positive Mention,2020-11-12
NKE,Buy,2020-11-13
TGT,Buy,2020-11-13
WYNN,Buy,2020-11-13
BILL,Buy,2020-11-13
GRWG,Buy,2020-11-13
NVDA,Buy,2020-11-13
VG,Buy,2020-11-13
LVS,Positive Mention,2020-11-13
LHX,Buy,2020-11-13
WMT,Buy,2020-11-13
TSLA,Buy,2020-11-13
GOLD,Buy,2020-11-13
LMT,Positive Mention,2020-11-13
SPG,Buy,2020-11-13
WDAY,Positive Mention,2020-11-13
NIO,Sell,2020-11-13
TSN,Negative Mention,2020-11-13
TJX,Positive Mention,2020-11-13
KSS,Negative Mention,2020-11-13
FL,Negative Mention,2020-11-13
HD,Buy,2020-11-13
PANW,Buy,2020-11-13
LOW,Buy,2020-11-13
IEP,Sell,2020-11-16
AAPL,Positive Mention,2020-11-16
CRSR,Buy,2020-11-16
MCK,Buy,2020-11-16
BA,Positive Mention,2020-11-16
PSTH,Sell,2020-11-16
DRI,Buy,2020-11-16
PANW,Buy,2020-11-16
NKE,Positive Mention,2020-11-16
WHR,Buy,2020-11-16
SBUX,Positive Mention,2020-11-16
HON,Buy,2020-11-16
DIS,Buy,2020-11-16
CVS,Buy,2020-11-16
COST,Buy,2020-11-16
GLW,Buy,2020-11-16
UPS,Buy,2020-11-16
HD,Positive Mention,2020-11-17
BA,Buy,2020-11-17
LRCX,Buy,2020-11-17
SNOW,Positive Mention,2020-11-17
CVS,Positive Mention,2020-11-17
MCFE,Sell,2020-11-17
AMAT,Buy,2020-11-17
WMT,Positive Mention,2020-11-17
ROK,Buy,2020-11-17
LI,Positive Mention,2020-11-17
KLAC,Buy,2020-11-17
HON,Buy,2020-11-17
CVNA,Buy,2020-11-18
DKNG,Buy,2020-11-18
GE,Buy,2020-11-18
WYNN,Buy,2020-11-18
LAD,Buy,2020-11-18
TTCF,Negative Mention,2020-11-18
PLUG,Buy,2020-11-18
TDOC,Buy,2020-11-18
F,Buy,2020-11-18
TXN,Buy,2020-11-18
MGM,Negative Mention,2020-11-18
BYND,Positive Mention,2020-11-18
VRM,Sell,2020-11-18
COST,Buy,2020-11-19
TSLA,Buy,2020-11-19
FREQ,Buy,2020-11-19
CSCO,Buy,2020-11-19
TWLO,Buy,2020-11-19
WKHS,Buy,2020-11-19
TGT,Buy,2020-11-19
PEIX,Sell,2020-11-19
TCS,Buy,2020-11-19
RNG,Buy,2020-11-19
OKTA,Buy,2020-11-19
RXT,Sell,2020-11-19
HD,Buy,2020-11-19
NOW,Buy,2020-11-19
ROKU,Buy,2020-11-19
PLUG,Buy,2020-11-19
SQ,Buy,2020-11-19
PYPL,Buy,2020-11-19
WDAY,Buy,2020-11-19
BURL,Negative Mention,2020-11-20
NCLH,Positive Mention,2020-11-20
RTX,Buy,2020-11-20
WDAY,Positive Mention,2020-11-20
NCNO,Buy,2020-11-20
AEO,Buy,2020-11-20
ZBRA,Buy,2020-11-20
DLTR,Negative Mention,2020-11-20
HRL,Buy,2020-11-20
RMD,Buy,2020-11-20
VMW,Buy,2020-11-20
WSM,Buy,2020-11-20
DKS,Negative Mention,2020-11-20
DG,Buy,2020-11-20
DE,Buy,2020-11-20
BA,Buy,2020-11-20
BBY,Buy,2020-11-20
MDT,Negative Mention,2020-11-20
DELL,Buy,2020-11-20
SJM,Negative Mention,2020-11-20
BMY,Buy,2020-11-20
ADI,Buy,2020-11-20
ULTA,Buy,2020-11-23
WMT,Buy,2020-11-23
DIS,Buy,2020-11-23
PXD,Buy,2020-11-23
BLDP,Negative Mention,2020-11-23
CVX,Buy,2020-11-23
AAPL,Buy,2020-11-23
V,Buy,2020-11-23
AMN,Buy,2020-11-23
TSLA,Buy,2020-11-23
M,Buy,2020-11-23
HON,Buy,2020-11-23
UTZ,Buy,2020-11-23
COST,Buy,2020-11-23
FRT,Buy,2020-11-23
PCG,Negative Mention,2020-11-23
BA,Buy,2020-11-23
NCLH,Buy,2020-11-23
MCK,Buy,2020-11-23
UAL,Buy,2020-11-23
BLNK,Positive Mention,2020-11-23
SGMO,Negative Mention,2020-11-23
GPS,Buy,2020-11-23
NXPI,Buy,2020-11-23
MA,Buy,2020-11-23
CNC,Buy,2020-11-24
HPQ,Buy,2020-11-24
CBAT,Negative Mention,2020-11-24
PXD,Buy,2020-11-24
NIU,Buy,2020-11-24
CVX,Buy,2020-11-24
GE,Buy,2020-11-24
TGH,Buy,2020-11-24
DXCM,Buy,2020-11-24
SPGI,Buy,2020-11-30
JNJ,Positive Mention,2020-11-30
LMND,Buy,2020-11-30
AAPL,Buy,2020-11-30
ET,Sell,2020-11-30
NFLX,Buy,2020-11-30
RKT,Negative Mention,2020-11-30
DELL,Buy,2020-11-30
OLN,Buy,2020-11-30
CNK,Negative Mention,2020-11-30
INFO,Buy,2020-11-30
TSLA,Buy,2020-11-30
CMI,Buy,2020-11-30
LIN,Buy,2020-11-30
CVNA,Buy,2020-11-30
PTON,Negative Mention,2020-11-30
ROKU,Buy,2020-12-01
NTNX,Sell,2020-12-01
AAPL,Buy,2020-12-01
NFLX,Buy,2020-12-01
SNAP,Positive Mention,2020-12-01
KMI,Sell,2020-12-01
WFC,Positive Mention,2020-12-01
ZM,Buy,2020-12-01
FDX,Buy,2020-12-01
CRM,Buy,2020-12-01
MU,Buy,2020-12-01
DIS,Buy,2020-12-02
GRWG,Negative Mention,2020-12-02
PVH,Buy,2020-12-02
UAL,Buy,2020-12-02
EBS,Buy,2020-12-02
CVX,Buy,2020-12-02
XPO,Buy,2020-12-02
IPG,Buy,2020-12-02
PXD,Buy,2020-12-02
AXP,Buy,2020-12-02
BA,Buy,2020-12-02
JMIA,Negative Mention,2020-12-02
NIO,Negative Mention,2020-12-07
FLWS,Sell,2020-12-07
VRT,Buy,2020-12-07
GILD,Sell,2020-12-07
DPZ,Buy,2020-12-07
BE,Negative Mention,2020-12-07
APG,Buy,2020-12-07
ACAD,Positive Mention,2020-12-07
NCLH,Positive Mention,2020-12-07
CYRX,Sell,2020-12-07
NOW,Buy,2020-12-07
LEN,Buy,2020-12-07
HAIN,Buy,2020-12-08
PVH,Buy,2020-12-08
HBI,Negative Mention,2020-12-08
ZM,Buy,2020-12-08
PACB,Sell,2020-12-08
PYPL,Buy,2020-12-08
SE,Negative Mention,2020-12-08
NFLX,Buy,2020-12-08
LH,Buy,2020-12-08
CHWY,Buy,2020-12-08
DGX,Positive Mention,2020-12-08
ETSY,Buy,2020-12-08
TSLA,Buy,2020-12-08
OKTA,Buy,2020-12-08
SNOW,Buy,2020-12-08
ROKU,Buy,2020-12-08
DASH,Negative Mention,2020-12-09
MTCH,Buy,2020-12-09
CVX,Buy,2020-12-09
COUP,Buy,2020-12-09
BILL,Buy,2020-12-09
REGI,Sell,2020-12-09
SLB,Negative Mention,2020-12-09
CLH,Buy,2020-12-09
DXCM,Buy,2020-12-09
CVS,Buy,2020-12-10
FUBO,Negative Mention,2020-12-10
QS,Sell,2020-12-10
SFIX,Buy,2020-12-10
TSLA,Buy,2020-12-10
SNOW,Positive Mention,2020-12-10
DASH,Positive Mention,2020-12-10
ABNB,Positive Mention,2020-12-10
EW,Buy,2020-12-10
CAKE,Buy,2020-12-10
AQB,Positive Mention,2020-12-10
VTRS,Negative Mention,2020-12-11
NKE,Buy,2020-12-11
FDX,Positive Mention,2020-12-11
MRNA,Positive Mention,2020-12-11
ACN,Buy,2020-12-11
ABBV,Buy,2020-12-11
UAL,Positive Mention,2020-12-11
NNDM,Negative Mention,2020-12-11
HPQ,Buy,2020-12-11
CHWY,Buy,2020-12-11
AZEK,Buy,2020-12-11
RAD,Positive Mention,2020-12-11
NVDA,Buy,2020-12-11
ELAN,Buy,2020-12-11
JD,Buy,2020-12-11
JBL,Buy,2020-12-11
LEN,Positive Mention,2020-12-11
GIS,Buy,2020-12-11
FSLY,Negative Mention,2020-12-11
TYG,Positive Mention,2020-12-11
DRI,Positive Mention,2020-12-11
BABA,Buy,2020-12-11
BMY,Buy,2020-12-11
VXRT,Sell,2020-12-14
LDL,Buy,2020-12-14
WYNN,Buy,2020-12-14
DKS,Buy,2020-12-14
LVS,Buy,2020-12-14
DIS,Negative Mention,2020-12-14
HOME,Buy,2020-12-14
PXD,Buy,2020-12-14
XPEV,Sell,2020-12-14
OXY,Negative Mention,2020-12-14
BBBY,Buy,2020-12-14
APPN,Sell,2020-12-14
NCLH,Negative Mention,2020-12-14
PTON,Buy,2020-12-14
YUM,Negative Mention,2020-12-14
QS,Positive Mention,2020-12-14
MGM,Buy,2020-12-14
NFLX,Buy,2020-12-14
BABA,Buy,2020-12-14
AMRN,Positive Mention,2020-12-14
XOM,Negative Mention,2020-12-14
CVX,Negative Mention,2020-12-14
SPWH,Negative Mention,2020-12-14
PE,Sell,2020-12-14
TGT,Buy,2020-12-15
DY,Buy,2020-12-15
UBER,Negative Mention,2020-12-15
HD,Positive Mention,2020-12-15
RNG,Buy,2020-12-15
AVTR,Buy,2020-12-15
WSM,Positive Mention,2020-12-15
AAPL,Buy,2020-12-15
LULU,Buy,2020-12-15
COST,Buy,2020-12-15
WMT,Buy,2020-12-15
LOW,Buy,2020-12-15
TM,Buy,2020-12-15
