Ticker,Call,Date
GPS,Sell,2016-04-18
CIEN,Sell,2016-04-18
ADMS,Sell,2016-04-18
OXY,Buy,2016-04-18
AEGN,Negative Mention,2016-04-18
XOM,Positive Mention,2016-04-18
IBM,Negative Mention,2016-04-18
FIZZ,Sell,2016-04-18
DEPO,Buy,2016-04-18
UTX,Positive Mention,2016-04-18
PEP,Positive Mention,2016-04-18
MCD,Positive Mention,2016-04-18
CVX,Positive Mention,2016-04-18
MYGN,Sell,2016-04-18
VZ,Buy,2016-04-18
WMT,Positive Mention,2016-04-18
RVNC,Buy,2016-04-18
UNH,Positive Mention,2016-04-18
COP,Positive Mention,2016-04-18
IONS,Negative Mention,2016-04-18
KO,Positive Mention,2016-04-18
CAT,Positive Mention,2016-04-18
CMCSA,Positive Mention,2016-04-19
DE,Negative Mention,2016-04-19
SJM,Negative Mention,2016-04-19
K,Negative Mention,2016-04-19
CVX,Positive Mention,2016-04-19
SWHC,Positive Mention,2016-04-19
DIS,Buy,2016-04-19
RPM,Buy,2016-04-19
IBM,Positive Mention,2016-04-19
NFLX,Negative Mention,2016-04-19
TWX,Positive Mention,2016-04-19
GLNG,Sell,2016-04-19
FCX,Positive Mention,2016-04-19
AAPL,Buy,2016-04-19
GS,Buy,2016-04-19
P,Sell,2016-04-19
AGCO,Buy,2016-04-19
RGR,Negative Mention,2016-04-19
MS,Positive Mention,2016-04-19
BAC,Positive Mention,2016-04-19
WFC,Buy,2016-04-20
F,Buy,2016-04-20
EXAS,Sell,2016-04-20
BAC,Positive Mention,2016-04-20
BP,Sell,2016-04-20
KKR,Buy,2016-04-20
BMRN,Buy,2016-04-20
SPLK,Buy,2016-04-20
PHM,Negative Mention,2016-04-20
C,Positive Mention,2016-04-20
YUM,Positive Mention,2016-04-20
MS,Positive Mention,2016-04-20
INTC,Buy,2016-04-20
WFM,Buy,2016-04-20
FRGI,Sell,2016-04-20
KR,Negative Mention,2016-04-20
AXP,Positive Mention,2016-04-20
IBM,Positive Mention,2016-04-20
JPM,Positive Mention,2016-04-20
SBUX,Buy,2016-04-21
RRD,Buy,2016-04-21
LVS,Negative Mention,2016-04-21
SNA,Buy,2016-04-21
GOOGL,Buy,2016-04-21
V,Buy,2016-04-21
IP,Buy,2016-04-21
MET,Positive Mention,2016-04-21
MSFT,Buy,2016-04-21
LRCX,Buy,2016-04-21
FSLR,Buy,2016-04-21
AWK,Negative Mention,2016-04-21
WYNN,Positive Mention,2016-04-21
BHI,Positive Mention,2016-04-22
DD,Buy,2016-04-22
DPZ,Positive Mention,2016-04-22
HAL,Positive Mention,2016-04-22
SKX,Buy,2016-04-22
SLB,Buy,2016-04-22
GE,Buy,2016-04-22
SBUX,Positive Mention,2016-04-22
CVX,Negative Mention,2016-04-22
CCJ,Sell,2016-04-22
BA,Negative Mention,2016-04-22
SWN,Positive Mention,2016-04-22
PG,Negative Mention,2016-04-22
STI,Positive Mention,2016-04-22
AMZN,Positive Mention,2016-04-22
XOM,Negative Mention,2016-04-22
WY,Buy,2016-04-22
MSFT,Negative Mention,2016-04-22
NSC,Positive Mention,2016-04-22
TWTR,Negative Mention,2016-04-22
AAPL,Buy,2016-04-22
BGS,Negative Mention,2016-04-22
MMM,Positive Mention,2016-04-22
LUV,Buy,2016-04-22
V,Positive Mention,2016-04-22
IMAX,Buy,2016-04-25
GOOGL,Negative Mention,2016-04-25
LUV,Buy,2016-04-25
OUTR,Sell,2016-04-25
MTW,Buy,2016-04-25
WBA,Buy,2016-04-25
SLB,Positive Mention,2016-04-25
BAC,Positive Mention,2016-04-25
KBH,Buy,2016-04-25
HAL,Positive Mention,2016-04-25
TPH,Sell,2016-04-25
MS,Positive Mention,2016-04-25
UNP,Positive Mention,2016-04-25
HPE,Buy,2016-04-25
CSX,Positive Mention,2016-04-25
NSC,Positive Mention,2016-04-25
CVS,Buy,2016-04-25
TGTX,Negative Mention,2016-04-26
NSC,Buy,2016-04-26
LMT,Buy,2016-04-26
STZ,Buy,2016-04-26
BGC,Buy,2016-04-26
JNJ,Buy,2016-04-26
MMM,Buy,2016-04-26
PANW,Buy,2016-04-26
PFPT,Buy,2016-04-26
HON,Buy,2016-04-26
BJRI,Negative Mention,2016-04-26
GE,Buy,2016-04-26
FIT,Positive Mention,2016-04-26
AAPL,Positive Mention,2016-04-26
SAM,Negative Mention,2016-04-26
MTZ,Buy,2016-04-26
CMG,Positive Mention,2016-04-26
EMN,Buy,2016-04-26
PXD,Buy,2016-04-26
Q,Buy,2016-04-26
LMT,Buy,2016-04-27
UTX,Buy,2016-04-27
BWLD,Buy,2016-04-27
HA,Negative Mention,2016-04-27
TWTR,Negative Mention,2016-04-27
CMG,Buy,2016-04-27
VGR,Positive Mention,2016-04-27
XOM,Buy,2016-04-27
AAPL,Positive Mention,2016-04-27
HON,Buy,2016-04-27
GE,Buy,2016-04-27
BA,Positive Mention,2016-04-27
BSX,Buy,2016-04-27
LUV,Buy,2016-04-27
CB,Buy,2016-04-27
GOOGL,Buy,2016-04-27
MSFT,Negative Mention,2016-04-27
NCLH,Buy,2016-04-27
WRK,Buy,2016-04-27
MDT,Buy,2016-04-27
AIG,Positive Mention,2016-04-27
EW,Buy,2016-04-27
WFC,Buy,2016-04-27
BAX,Buy,2016-04-27
JPM,Buy,2016-04-27
GHL,Sell,2016-04-28
LUV,Buy,2016-04-28
CYBR,Buy,2016-04-28
GS,Buy,2016-04-28
MCD,Positive Mention,2016-04-28
PM,Buy,2016-04-28
WFM,Positive Mention,2016-04-28
RAI,Sell,2016-04-28
NXPI,Buy,2016-04-28
MA,Buy,2016-04-28
DPZ,Buy,2016-04-28
AVT,Buy,2016-04-28
ALK,Negative Mention,2016-04-28
BMY,Buy,2016-04-28
RRGB,Sell,2016-04-28
LNKD,Positive Mention,2016-04-28
PYPL,Buy,2016-04-28
PSTG,Negative Mention,2016-04-29
EQIX,Buy,2016-04-29
AMT,Buy,2016-04-29
AEP,Buy,2016-04-29
AMZN,Buy,2016-04-29
CVS,Positive Mention,2016-04-29
DENN,Negative Mention,2016-04-29
COLM,Buy,2016-04-29
HAIN,Negative Mention,2016-04-29
RHI,Sell,2016-04-29
LMT,Buy,2016-04-29
GD,Positive Mention,2016-04-29
CLX,Negative Mention,2016-04-29
ATVI,Buy,2016-04-29
CMI,Positive Mention,2016-04-29
BX,Buy,2016-04-29
DDD,Negative Mention,2016-05-02
XOM,Buy,2016-05-02
SHW,Buy,2016-05-02
ITCI,Sell,2016-05-02
CVX,Buy,2016-05-02
DFS,Buy,2016-05-02
NWL,Buy,2016-05-02
AAPL,Buy,2016-05-02
IBM,Positive Mention,2016-05-02
AMBA,Sell,2016-05-02
NLY,Positive Mention,2016-05-02
XRX,Buy,2016-05-02
IP,Buy,2016-05-02
OXY,Buy,2016-05-02
AMZN,Positive Mention,2016-05-02
COR,Positive Mention,2016-05-03
NSC,Positive Mention,2016-05-03
DIN,Negative Mention,2016-05-03
AMZN,Buy,2016-05-03
CSX,Sell,2016-05-03
COST,Buy,2016-05-03
AAPL,Buy,2016-05-03
CMG,Buy,2016-05-03
NFLX,Buy,2016-05-03
UNP,Buy,2016-05-03
OXY,Buy,2016-05-03
SBUX,Buy,2016-05-03
CY,Buy,2016-05-03
THS,Buy,2016-05-03
STX,Sell,2016-05-03
BOFI,Sell,2016-05-03
HAWK,Positive Mention,2016-05-03
TEP,Sell,2016-05-03
CVS,Buy,2016-05-03
PFE,Buy,2016-05-03
SWHC,Negative Mention,2016-05-04
CLX,Buy,2016-05-04
HAIN,Buy,2016-05-04
STAY,Negative Mention,2016-05-04
SQ,Negative Mention,2016-05-04
MCD,Buy,2016-05-04
RKUS,Sell,2016-05-04
TREE,Buy,2016-05-04
INO,Positive Mention,2016-05-04
NOW,Buy,2016-05-04
TWX,Positive Mention,2016-05-04
JNJ,Buy,2016-05-04
BIDU,Sell,2016-05-04
BOJA,Buy,2016-05-04
KMI,Sell,2016-05-04
LUV,Buy,2016-05-05
TAP,Buy,2016-05-05
CVRR,Sell,2016-05-05
FIT,Negative Mention,2016-05-05
GE,Buy,2016-05-05
CB,Positive Mention,2016-05-05
WBA,Negative Mention,2016-05-05
STZ,Buy,2016-05-05
BUD,Positive Mention,2016-05-05
VG,Sell,2016-05-05
SAM,Sell,2016-05-05
EPD,Negative Mention,2016-05-05
DAL,Sell,2016-05-05
ZTS,Buy,2016-05-05
VZ,Buy,2016-05-05
TSLA,Negative Mention,2016-05-05
ALL,Positive Mention,2016-05-05
KHC,Buy,2016-05-05
AAPL,Buy,2016-05-05
LNG,Sell,2016-05-05
TMUS,Buy,2016-05-06
W,Positive Mention,2016-05-06
MCD,Positive Mention,2016-05-06
ABC,Sell,2016-05-06
RL,Negative Mention,2016-05-06
AMP,Buy,2016-05-06
FDX,Negative Mention,2016-05-06
NXPI,Buy,2016-05-06
GM,Positive Mention,2016-05-06
TRST,Negative Mention,2016-05-06
F,Positive Mention,2016-05-06
SWKS,Sell,2016-05-06
MLM,Buy,2016-05-06
Q,Buy,2016-05-06
NCLH,Negative Mention,2016-05-06
TEVA,Negative Mention,2016-05-06
M,Negative Mention,2016-05-06
JWN,Negative Mention,2016-05-06
WYNN,Positive Mention,2016-05-06
DIS,Buy,2016-05-06
HMC,Negative Mention,2016-05-06
BA,Buy,2016-05-06
WEN,Negative Mention,2016-05-06
PRGO,Negative Mention,2016-05-06
JACK,Negative Mention,2016-05-06
KSS,Negative Mention,2016-05-06
DEPO,Negative Mention,2016-05-09
DNR,Sell,2016-05-09
TMO,Buy,2016-05-09
KIM,Buy,2016-05-09
ORCL,Buy,2016-05-09
SPG,Buy,2016-05-09
FRT,Buy,2016-05-09
CRM,Buy,2016-05-09
ILMN,Sell,2016-05-09
FCX,Negative Mention,2016-05-09
IDTI,Buy,2016-05-09
PEP,Buy,2016-05-10
FRT,Buy,2016-05-10
CTL,Sell,2016-05-10
VTR,Buy,2016-05-10
WDAY,Buy,2016-05-10
IRBT,Buy,2016-05-10
HD,Buy,2016-05-10
HAS,Buy,2016-05-10
AMZN,Buy,2016-05-10
CLX,Buy,2016-05-10
MCD,Buy,2016-05-10
XRX,Buy,2016-05-10
MFA,Sell,2016-05-10
JNJ,Buy,2016-05-10
NFLX,Buy,2016-05-10
ACN,Buy,2016-05-10
CPB,Buy,2016-05-10
AVP,Negative Mention,2016-05-10
GOOGL,Buy,2016-05-10
PCG,Buy,2016-05-10
HON,Buy,2016-05-10
FTNT,Buy,2016-05-10
MMM,Buy,2016-05-10
BGS,Buy,2016-05-10
ALB,Buy,2016-05-11
HAS,Buy,2016-05-11
ATR,Buy,2016-05-11
CSL,Buy,2016-05-11
DIS,Buy,2016-05-11
MAIN,Sell,2016-05-11
ACAD,Negative Mention,2016-05-11
STX,Sell,2016-05-11
AAPL,Buy,2016-05-11
SSTK,Buy,2016-05-11
ABBV,Buy,2016-05-11
SPLS,Sell,2016-05-11
M,Sell,2016-05-11
PNRA,Buy,2016-05-11
MA,Buy,2016-05-11
EA,Buy,2016-05-11
PH,Buy,2016-05-11
ROK,Buy,2016-05-11
MITK,Buy,2016-05-11
TA,Negative Mention,2016-05-11
RPM,Buy,2016-05-11
IFF,Buy,2016-05-11
MDT,Buy,2016-05-11
AMZN,Positive Mention,2016-05-12
KSS,Sell,2016-05-12
MTCH,Buy,2016-05-12
DPZ,Positive Mention,2016-05-12
YUM,Positive Mention,2016-05-12
AVGO,Buy,2016-05-12
WFM,Negative Mention,2016-05-12
AAPL,Negative Mention,2016-05-12
MCD,Positive Mention,2016-05-12
LOGM,Sell,2016-05-12
ULTA,Buy,2016-05-12
HD,Buy,2016-05-12
DRI,Positive Mention,2016-05-12
PSA,Buy,2016-05-12
SFM,Negative Mention,2016-05-12
FISV,Buy,2016-05-12
JACK,Positive Mention,2016-05-12
K,Positive Mention,2016-05-12
SRCL,Sell,2016-05-12
M,Sell,2016-05-12
TJX,Hold,2016-05-13
DKS,Positive Mention,2016-05-13
CPB,Positive Mention,2016-05-13
LOW,Positive Mention,2016-05-13
CRM,Positive Mention,2016-05-13
HD,Buy,2016-05-13
A,Buy,2016-05-13
WMT,Negative Mention,2016-05-13
CSCO,Positive Mention,2016-05-13
NKE,Positive Mention,2016-05-13
AGCO,Buy,2016-05-13
DE,Positive Mention,2016-05-13
TGT,Buy,2016-05-13
AMZN,Positive Mention,2016-05-13
SBAC,Positive Mention,2016-05-16
TRV,Buy,2016-05-16
AAPL,Negative Mention,2016-05-16
WMT,Sell,2016-05-16
DVN,Negative Mention,2016-05-16
AMT,Buy,2016-05-16
MRK,Sell,2016-05-16
BA,Negative Mention,2016-05-16
UTX,Positive Mention,2016-05-16
CELG,Positive Mention,2016-05-16
JNJ,Buy,2016-05-16
KO,Negative Mention,2016-05-16
GS,Negative Mention,2016-05-16
ZOES,Buy,2016-05-16
MGM,Buy,2016-05-16
CVX,Positive Mention,2016-05-16
JPM,Negative Mention,2016-05-16
MCD,Buy,2016-05-16
GE,Buy,2016-05-16
MGP,Buy,2016-05-16
VZ,Positive Mention,2016-05-16
CAT,Positive Mention,2016-05-16
HD,Positive Mention,2016-05-16
EOG,Positive Mention,2016-05-16
INTC,Negative Mention,2016-05-16
XOM,Positive Mention,2016-05-16
DIS,Buy,2016-05-16
MMM,Positive Mention,2016-05-16
V,Positive Mention,2016-05-16
PG,Positive Mention,2016-05-16
OXY,Buy,2016-05-16
CCI,Positive Mention,2016-05-16
DD,Buy,2016-05-16
CSCO,Buy,2016-05-16
UNH,Positive Mention,2016-05-16
NKE,Negative Mention,2016-05-16
KMI,Buy,2016-05-16
AXP,Positive Mention,2016-05-16
IBM,Positive Mention,2016-05-16
PANW,Buy,2016-05-16
HAWK,Negative Mention,2016-05-17
HD,Buy,2016-05-17
IDXX,Buy,2016-05-17
AMD,Negative Mention,2016-05-17
GILD,Positive Mention,2016-05-17
TJX,Buy,2016-05-17
AMZN,Positive Mention,2016-05-17
BAX,Buy,2016-05-17
CLX,Negative Mention,2016-05-17
PETS,Buy,2016-05-17
ZTS,Buy,2016-05-17
TREE,Negative Mention,2016-05-17
FRPT,Positive Mention,2016-05-17
THS,Buy,2016-05-17
JPM,Buy,2016-05-18
IDTI,Positive Mention,2016-05-18
ULTA,Buy,2016-05-18
AMZN,Buy,2016-05-18
CYBR,Buy,2016-05-18
NXPI,Buy,2016-05-18
EW,Buy,2016-05-18
LOW,Buy,2016-05-18
Z,Buy,2016-05-18
CMG,Buy,2016-05-18
TSLA,Buy,2016-05-18
CRM,Buy,2016-05-18
GLW,Sell,2016-05-18
TGT,Negative Mention,2016-05-18
WMT,Buy,2016-05-19
CCL,Positive Mention,2016-05-19
RLYP,Negative Mention,2016-05-19
UBS,Sell,2016-05-19
DIN,Buy,2016-05-19
TTWO,Buy,2016-05-19
CRZO,Buy,2016-05-19
CSCO,Buy,2016-05-19
RRC,Positive Mention,2016-05-19
DKS,Buy,2016-05-19
DG,Negative Mention,2016-05-20
MTW,Buy,2016-05-20
DLTR,Negative Mention,2016-05-20
COST,Buy,2016-05-20
ATSG,Sell,2016-05-20
WFM,Buy,2016-05-20
BURL,Negative Mention,2016-05-20
HRL,Buy,2016-05-20
TOL,Sell,2016-05-20
ULTA,Buy,2016-05-20
PVH,Negative Mention,2016-05-20
SLB,Buy,2016-05-20
BBY,Sell,2016-05-20
SDRL,Sell,2016-05-20
FDX,Buy,2016-05-20
SHAK,Negative Mention,2016-05-20
AZO,Buy,2016-05-20
MSCI,Buy,2016-05-20
PANW,Positive Mention,2016-05-20
TIF,Sell,2016-05-20
WSM,Negative Mention,2016-05-20
INTU,Buy,2016-05-20
TREE,Buy,2016-05-20
BCR,Buy,2016-05-23
FMC,Buy,2016-05-23
EW,Buy,2016-05-23
CVS,Buy,2016-05-23
CSCO,Buy,2016-05-23
GOOGL,Positive Mention,2016-05-23
BRX,Sell,2016-05-23
NRG,Buy,2016-05-23
PEP,Buy,2016-05-23
ZBH,Buy,2016-05-23
SBUX,Buy,2016-05-23
WBA,Buy,2016-05-23
RAD,Sell,2016-05-23
APLE,Sell,2016-05-23
HP,Sell,2016-05-23
ABBV,Buy,2016-05-23
MCD,Buy,2016-05-23
SFL,Negative Mention,2016-05-23
BSX,Buy,2016-05-23
FRT,Buy,2016-05-23
SLB,Buy,2016-05-23
FLS,Buy,2016-05-23
MSFT,Negative Mention,2016-05-23
KMB,Buy,2016-05-23
SYK,Buy,2016-05-23
EL,Buy,2016-05-23
ORCL,Sell,2016-05-23
NAT,Buy,2016-05-23
MD,Negative Mention,2016-05-23
BECN,Buy,2016-05-23
BEN,Positive Mention,2016-05-23
MMM,Buy,2016-05-23
HASI,Positive Mention,2016-05-23
AAPL,Buy,2016-05-23
SLM,Negative Mention,2016-05-23
SQ,Sell,2016-05-23
CNX,Sell,2016-05-24
AAPL,Positive Mention,2016-05-24
FL,Negative Mention,2016-05-24
CSCO,Buy,2016-05-24
NAT,Buy,2016-05-24
TMO,Buy,2016-05-24
MDVN,Buy,2016-05-24
PXD,Sell,2016-05-24
NXPI,Buy,2016-05-24
UA,Negative Mention,2016-05-24
CVX,Sell,2016-05-24
CMRE,Sell,2016-05-24
NKE,Negative Mention,2016-05-24
AMAT,Positive Mention,2016-05-24
DAL,Buy,2016-05-24
SLB,Sell,2016-05-24
XOM,Sell,2016-05-24
SWHC,Buy,2016-05-24
QCOM,Buy,2016-05-24
TOL,Positive Mention,2016-05-24
NVDA,Positive Mention,2016-05-24
ALXN,Positive Mention,2016-05-24
AAPL,Buy,2016-05-25
PNR,Positive Mention,2016-05-25
TOL,Buy,2016-05-25
PVH,Buy,2016-05-25
JPM,Buy,2016-05-25
GILD,Negative Mention,2016-05-25
OXY,Buy,2016-05-25
CSC,Positive Mention,2016-05-25
HD,Positive Mention,2016-05-25
AMD,Buy,2016-05-25
WFC,Buy,2016-05-25
BRK.B,Buy,2016-05-25
NFLX,Buy,2016-05-25
CGEN,Sell,2016-05-25
ACAD,Buy,2016-05-25
MU,Buy,2016-05-25
STI,Positive Mention,2016-05-25
TMO,Buy,2016-05-25
TSCO,Buy,2016-05-25
C,Buy,2016-05-25
LOW,Positive Mention,2016-05-25
CPE,Negative Mention,2016-05-25
TSE,Buy,2016-05-26
IOC,Sell,2016-05-26
DLTR,Buy,2016-05-26
YRD,Sell,2016-05-26
COST,Buy,2016-05-26
TWX,Buy,2016-05-26
GWPH,Negative Mention,2016-05-26
WFM,Buy,2016-05-26
MITK,Positive Mention,2016-05-26
TJX,Buy,2016-05-26
DG,Buy,2016-05-26
INTU,Buy,2016-05-26
IONS,Sell,2016-05-26
WMT,Buy,2016-05-26
PLKI,Buy,2016-05-26
AMBA,Negative Mention,2016-05-27
BOX,Positive Mention,2016-05-27
AVGO,Buy,2016-05-27
WDAY,Positive Mention,2016-05-27
GIII,Negative Mention,2016-05-27
ZOES,Buy,2016-05-27
LE,Sell,2016-05-27
USFD,Negative Mention,2016-06-01
EW,Buy,2016-06-01
PEP,Buy,2016-06-01
NYMT,Sell,2016-06-01
SYY,Buy,2016-06-01
HD,Positive Mention,2016-06-01
NKE,Negative Mention,2016-06-01
ZOES,Buy,2016-06-01
BSX,Positive Mention,2016-06-01
AMZN,Buy,2016-06-01
UA,Buy,2016-06-01
DWRE,Positive Mention,2016-06-01
CRM,Buy,2016-06-01
LOW,Buy,2016-06-01
SBUX,Buy,2016-06-01
KO,Negative Mention,2016-06-01
PANW,Buy,2016-06-01
CVS,Buy,2016-06-01
ROST,Negative Mention,2016-06-02
TJX,Buy,2016-06-02
NUVA,Buy,2016-06-02
F,Negative Mention,2016-06-02
FIT,Negative Mention,2016-06-02
QRVO,Negative Mention,2016-06-02
AVGO,Positive Mention,2016-06-02
BIG,Negative Mention,2016-06-02
TSLA,Positive Mention,2016-06-02
BMY,Positive Mention,2016-06-02
NOK,Sell,2016-06-02
SCWX,Negative Mention,2016-06-02
CYBR,Buy,2016-06-02
CPXX,Sell,2016-06-02
GM,Negative Mention,2016-06-02
CSCO,Buy,2016-06-02
GPRO,Sell,2016-06-02
NXPI,Buy,2016-06-02
STZ,Buy,2016-06-03
VFC,Buy,2016-06-03
CG,Negative Mention,2016-06-03
CAT,Buy,2016-06-03
SJM,Buy,2016-06-03
UNFI,Sell,2016-06-03
BAC,Sell,2016-06-03
LULU,Buy,2016-06-03
DG,Buy,2016-06-03
GIS,Buy,2016-06-03
K,Negative Mention,2016-06-03
RL,Positive Mention,2016-06-03
ALGT,Negative Mention,2016-06-03
MIK,Buy,2016-06-03
LUV,Buy,2016-06-03
PLAY,Buy,2016-06-03
EAT,Negative Mention,2016-06-03
NVAX,Sell,2016-06-03
RH,Positive Mention,2016-06-03
ULTA,Buy,2016-06-03
WWAV,Buy,2016-06-03
DLTR,Positive Mention,2016-06-03
DD,Buy,2016-06-07
CAT,Positive Mention,2016-06-07
LUV,Buy,2016-06-07
HPE,Buy,2016-06-07
AMD,Positive Mention,2016-06-07
DAL,Buy,2016-06-07
PXD,Positive Mention,2016-06-07
TWX,Buy,2016-06-07
JNJ,Positive Mention,2016-06-07
AAL,Buy,2016-06-07
IFF,Positive Mention,2016-06-07
NOV,Negative Mention,2016-06-07
MMM,Positive Mention,2016-06-07
WLK,Sell,2016-06-07
ILMN,Sell,2016-06-07
WIX,Buy,2016-06-07
TMO,Buy,2016-06-07
DVN,Negative Mention,2016-06-08
SLB,Buy,2016-06-08
HPE,Buy,2016-06-08
WM,Buy,2016-06-08
HDS,Buy,2016-06-08
NH,Negative Mention,2016-06-08
CAT,Buy,2016-06-08
GWW,Buy,2016-06-08
CELG,Buy,2016-06-08
URI,Buy,2016-06-08
TXRH,Buy,2016-06-08
FL,Buy,2016-06-08
HPQ,Sell,2016-06-08
IP,Buy,2016-06-08
AEP,Buy,2016-06-08
CALM,Sell,2016-06-09
LL,Sell,2016-06-09
CC,Sell,2016-06-09
KEYW,Negative Mention,2016-06-09
SJM,Positive Mention,2016-06-09
RL,Positive Mention,2016-06-09
TRV,Buy,2016-06-09
JNJ,Buy,2016-06-09
LULU,Positive Mention,2016-06-09
CB,Buy,2016-06-09
HON,Buy,2016-06-09
GLD,Buy,2016-06-09
AOS,Buy,2016-06-09
LOW,Buy,2016-06-09
LRCX,Buy,2016-06-09
WDC,Sell,2016-06-09
IDTI,Buy,2016-06-09
MU,Sell,2016-06-09
WSM,Positive Mention,2016-06-09
NVDA,Buy,2016-06-09
RH,Negative Mention,2016-06-09
MET,Sell,2016-06-09
KR,Negative Mention,2016-06-10
NKE,Negative Mention,2016-06-10
RAD,Positive Mention,2016-06-10
RL,Positive Mention,2016-06-10
OXY,Buy,2016-06-10
DIS,Positive Mention,2016-06-10
YUM,Negative Mention,2016-06-10
SBUX,Negative Mention,2016-06-10
AVY,Buy,2016-06-10
ETR,Buy,2016-06-10
WFM,Buy,2016-06-10
EGHT,Negative Mention,2016-06-10
ORCL,Positive Mention,2016-06-10
AAPL,Negative Mention,2016-06-10
TGNA,Buy,2016-06-13
NXST,Negative Mention,2016-06-13
EVC,Buy,2016-06-13
GTN,Buy,2016-06-13
MSFT,Buy,2016-06-13
NXPI,Buy,2016-06-13
SSP,Buy,2016-06-13
ARW,Buy,2016-06-13
SWN,Negative Mention,2016-06-13
CBRL,Positive Mention,2016-06-13
CAG,Buy,2016-06-13
LGF,Negative Mention,2016-06-13
ECA,Positive Mention,2016-06-13
MUX,Positive Mention,2016-06-13
GILD,Negative Mention,2016-06-13
EXEL,Buy,2016-06-14
JNJ,Buy,2016-06-14
WFC,Buy,2016-06-14
CB,Buy,2016-06-14
JUNO,Buy,2016-06-14
AIG,Negative Mention,2016-06-14
CF,Negative Mention,2016-06-14
LLY,Buy,2016-06-14
TSLA,Positive Mention,2016-06-14
NLY,Positive Mention,2016-06-14
HON,Buy,2016-06-14
GPRO,Sell,2016-06-14
MAS,Positive Mention,2016-06-14
BA,Negative Mention,2016-06-14
SHW,Positive Mention,2016-06-14
WHR,Positive Mention,2016-06-14
SJM,Buy,2016-06-14
BMY,Buy,2016-06-14
ABBV,Negative Mention,2016-06-14
D,Buy,2016-06-15
BMY,Buy,2016-06-15
LUV,Buy,2016-06-15
T,Buy,2016-06-15
MO,Buy,2016-06-15
SHPG,Negative Mention,2016-06-15
OLED,Positive Mention,2016-06-15
SNH,Buy,2016-06-15
GIS,Buy,2016-06-15
NXST,Buy,2016-06-15
DAL,Sell,2016-06-15
LULU,Positive Mention,2016-06-15
STWD,Buy,2016-06-15
AEP,Buy,2016-06-15
PM,Buy,2016-06-15
FCX,Positive Mention,2016-06-15
OLLI,Buy,2016-06-15
CMG,Buy,2016-06-16
HSIC,Buy,2016-06-16
MRK,Buy,2016-06-16
JNJ,Buy,2016-06-16
NRG,Buy,2016-06-16
SPLK,Buy,2016-06-16
CELG,Buy,2016-06-16
VZ,Buy,2016-06-16
UIS,Negative Mention,2016-06-16
BBBY,Negative Mention,2016-06-17
GWPH,Positive Mention,2016-06-17
LTC,Sell,2016-06-17
NAT,Buy,2016-06-17
D,Buy,2016-06-17
VIAB,Sell,2016-06-17
NVCR,Buy,2016-06-17
GIS,Buy,2016-06-17
LEN,Positive Mention,2016-06-17
AWK,Buy,2016-06-17
AEP,Buy,2016-06-17
ACN,Positive Mention,2016-06-17
PATK,Negative Mention,2016-06-17
BMY,Buy,2016-06-17
EW,Buy,2016-06-17
BGS,Negative Mention,2016-06-17
WTR,Buy,2016-06-17
FRO,Sell,2016-06-17
AMT,Buy,2016-06-17
ADBE,Buy,2016-06-17
VTR,Buy,2016-06-17
FDX,Positive Mention,2016-06-17
TIF,Sell,2016-06-20
DLTR,Positive Mention,2016-06-20
HEP,Negative Mention,2016-06-20
CQP,Negative Mention,2016-06-20
SLB,Positive Mention,2016-06-20
COST,Buy,2016-06-20
V,Positive Mention,2016-06-20
RAD,Sell,2016-06-20
NVDA,Positive Mention,2016-06-20
CVX,Positive Mention,2016-06-20
XOM,Positive Mention,2016-06-20
ULTA,Positive Mention,2016-06-20
CELG,Negative Mention,2016-06-20
AXP,Negative Mention,2016-06-20
MU,Positive Mention,2016-06-20
OXY,Buy,2016-06-20
CLB,Positive Mention,2016-06-20
MDT,Buy,2016-06-20
PH,Buy,2016-06-20
MWA,Buy,2016-06-20
SIG,Sell,2016-06-20
VTR,Buy,2016-06-20
TXN,Positive Mention,2016-06-20
MMM,Buy,2016-06-20
T,Buy,2016-06-20
HON,Buy,2016-06-20
REGN,Negative Mention,2016-06-20
SWN,Sell,2016-06-21
DHR,Buy,2016-06-21
SIX,Positive Mention,2016-06-21
LEN,Negative Mention,2016-06-21
SJM,Buy,2016-06-21
RRC,Sell,2016-06-21
PII,Sell,2016-06-21
NFLX,Positive Mention,2016-06-21
KMX,Negative Mention,2016-06-21
INO,Negative Mention,2016-06-21
THO,Buy,2016-06-21
PLKI,Buy,2016-06-21
CAT,Positive Mention,2016-06-21
BBG,Sell,2016-06-21
EPD,Positive Mention,2016-06-22
INTC,Negative Mention,2016-06-22
SKX,Negative Mention,2016-06-22
KMI,Negative Mention,2016-06-22
NSU,Sell,2016-06-22
FIT,Buy,2016-06-22
SWHC,Buy,2016-06-22
NEWR,Buy,2016-06-22
ABT,Buy,2016-06-22
UTX,Buy,2016-06-22
RGR,Negative Mention,2016-06-22
TSLA,Negative Mention,2016-06-22
SKYW,Buy,2016-06-23
TWTR,Positive Mention,2016-06-23
PLAY,Buy,2016-06-23
TR,Buy,2016-06-23
F,Buy,2016-06-23
AVGO,Positive Mention,2016-06-23
TXN,Positive Mention,2016-06-23
MU,Buy,2016-06-23
NVDA,Positive Mention,2016-06-23
WDC,Buy,2016-06-23
MSFT,Negative Mention,2016-06-23
AMZN,Buy,2016-06-23
TWLO,Positive Mention,2016-06-23
CSCO,Buy,2016-06-24
FINL,Positive Mention,2016-06-24
